Log, Time, T0, T1, T2
2303,2306168,10.55,33.01,15.92
2304,2307168,10.06,32.03,18.36
2305,2308168,22.27,19.34,15.92
2306,2309168,22.27,21.29,15.92
2307,2310168,10.06,19.34,28.12
2308,2311168,14.45,19.82,28.12
2309,2312168,34.47,19.34,27.15
2310,2313168,22.27,19.34,25.20
2311,2314168,22.27,19.34,15.43
2312,2315168,9.57,15.92,28.61
2313,2316168,9.57,19.34,28.12
2314,2317168,5.66,33.01,15.43
2315,2318168,9.57,32.52,15.43
2316,2319168,22.75,19.34,12.50
2317,2320168,9.57,28.12,28.61
2318,2321168,9.57,19.34,28.61
2319,2322168,18.36,33.01,15.43
2320,2323168,7.62,32.52,15.43
2321,2324168,22.27,19.34,24.71
2322,2325168,22.27,18.85,13.48
2323,2326168,9.57,28.12,28.12
2324,2327168,9.57,18.85,28.12
2325,2328168,17.38,18.85,28.12
2326,2329168,27.64,18.85,26.17
2327,2330168,22.27,18.85,23.24
2328,2331168,9.08,30.08,28.12
2329,2332168,9.08,26.17,27.64
2330,2333168,20.80,33.50,14.45
2331,2334168,16.41,32.52,14.45
2332,2335168,23.73,18.85,26.17
2333,2336168,9.08,31.54,14.94
2334,2337168,9.08,29.59,28.12
2335,2338168,21.29,18.36,14.45
2336,2339168,20.31,32.52,14.45
2337,2340168,9.08,18.36,27.15
2338,2341168,21.78,18.36,25.68
2339,2342168,9.08,31.05,17.38
2340,2343168,8.59,29.10,26.66
2341,2344168,20.80,18.36,28.12
2342,2345168,8.59,18.36,27.15
2343,2346168,9.08,18.36,26.66
2344,2347168,8.59,31.54,14.45
2345,2348168,8.59,30.57,20.80
2346,2349168,21.29,18.36,14.45
2347,2350168,20.80,18.36,14.45
2348,2351168,8.59,18.36,27.64
2349,2352168,13.48,32.03,14.45
2350,2353168,8.59,31.54,14.45
2351,2354168,21.29,18.36,20.31
2352,2355168,20.80,18.36,13.96
2353,2356168,8.59,16.41,26.66
2354,2357168,8.11,18.36,27.15
2355,2358168,4.69,32.03,13.96
2356,2359168,8.11,31.05,13.96
2357,2360168,20.80,18.36,10.55
2358,2361168,20.80,17.87,13.96
2359,2362168,8.11,15.92,27.15
2360,2363168,17.38,32.03,13.96
2361,2364168,4.69,32.03,13.96
2362,2365168,20.80,17.87,23.24
2363,2366168,20.80,17.87,12.50
2364,2367168,7.62,28.12,26.66
2365,2368168,20.31,43.26,13.48
2366,2369168,16.41,31.54,13.48
2367,2370168,31.54,17.38,25.68
2368,2371168,20.80,17.38,22.27
2369,2372168,7.62,29.10,25.68
2370,2373168,7.62,24.22,25.68
2371,2374168,19.34,39.36,13.48
2372,2375168,16.41,31.05,12.99
2373,2376168,27.64,17.38,24.22
2374,2377168,20.80,17.38,23.24
2375,2378168,7.62,28.61,26.17
2376,2379168,20.31,16.89,12.50
2377,2380168,18.36,31.54,12.50
2378,2381168,7.13,16.89,25.20
2379,2382168,20.80,16.89,23.24
2380,2383168,7.13,29.59,12.99
2381,2384168,20.31,16.89,12.50
2382,2385168,19.34,16.89,12.50
2383,2386168,7.13,16.89,25.20
2384,2387168,7.13,16.89,25.20
2385,2388168,7.13,30.57,12.50
2386,2389168,7.13,29.59,16.89
2387,2390168,19.82,16.41,12.50
2388,2391168,19.34,16.89,12.50
2389,2392168,6.64,16.41,25.68
2390,2393168,12.50,16.41,25.68
2391,2394168,6.64,30.08,12.50
2392,2395168,19.82,16.41,18.36
2393,2396168,19.82,16.41,12.01
2394,2397168,6.64,12.50,25.20
2395,2398168,6.64,16.41,24.71
2396,2399168,12.50,30.57,12.01
2397,2400168,19.82,16.41,22.27
2398,2401168,19.82,16.41,20.80
2399,2402168,6.64,25.20,24.22
2400,2403168,6.64,13.48,24.71
2401,2404168,16.41,30.08,12.01
2402,2405168,2.73,29.59,12.01
2403,2406168,19.82,15.92,22.27
2404,2407168,19.34,15.92,8.59
2405,2408168,6.64,24.71,25.20
2406,2409168,18.36,42.29,24.71
2407,2410168,15.43,30.08,12.01
2408,2411168,31.54,15.92,24.22
2409,2412168,19.34,15.92,21.29
2410,2413168,6.15,28.12,27.64
2411,2414168,6.15,24.22,24.71
2412,2415168,18.36,41.31,11.52
2413,2416168,6.15,15.92,24.22
2414,2417168,27.64,15.92,23.73
2415,2418168,6.15,29.10,11.52
2416,2419168,6.15,28.12,24.71
2417,2420168,18.85,15.92,11.52
2418,2421168,18.36,35.45,11.52
2419,2422168,6.15,15.92,23.73
2420,2423168,19.82,15.92,23.24
2421,2424168,5.66,29.10,11.52
2422,2425168,18.85,15.43,10.55
2423,2426168,18.36,15.43,11.04
2424,2427168,5.66,15.43,23.73
2425,2428168,5.66,15.43,22.75
2426,2429168,5.66,29.10,10.55
2427,2430168,5.66,28.61,12.01
2428,2431168,18.36,15.43,10.55
2429,2432168,5.66,20.31,22.75
2430,2433168,5.66,14.45,23.24
2431,2434168,12.50,29.10,10.55
2432,2435168,5.66,28.61,10.55
2433,2436168,18.36,14.94,16.41
2434,2437168,18.85,14.94,10.55
2435,2438168,5.18,25.20,24.22
2436,2439168,5.66,14.94,23.73
2437,2440168,12.50,29.10,10.55
2438,2441168,18.85,14.94,21.29
2439,2442168,5.18,28.12,10.55
2440,2443168,5.18,25.20,24.22
2441,2444168,5.18,10.55,23.73
2442,2445168,15.43,29.10,10.55
2443,2446168,12.50,29.10,10.55
2444,2447168,18.85,14.94,20.31
2445,2448168,5.18,27.15,35.45
2446,2449168,5.18,24.71,24.22
2447,2450168,17.38,22.75,10.55
2448,2451168,15.43,29.10,10.55
2449,2452168,12.01,14.94,23.24
2450,2453168,18.85,14.94,20.31
2451,2454168,5.18,27.15,27.64
2452,2455168,5.18,24.22,24.71
2453,2456168,16.89,41.31,10.55
2454,2457168,5.18,14.94,23.73
2455,2458168,27.64,28.61,10.55
2456,2459168,4.69,28.12,10.55
2457,2460168,4.69,27.15,25.68
2458,2461168,17.87,14.45,10.55
2459,2462168,16.89,39.36,9.57
2460,2463168,4.69,13.96,22.27
2461,2464168,4.69,28.61,10.06
2462,2465168,4.69,28.12,10.55
2463,2466168,17.87,14.45,10.55
2464,2467168,17.87,14.45,10.06
2465,2468168,4.69,14.45,24.22
2466,2469168,4.69,14.45,22.75
2467,2470168,4.20,28.12,10.06
2468,2471168,4.69,28.12,11.04
2469,2472168,17.87,14.45,10.06
2470,2473168,4.20,20.31,23.73
2471,2474168,4.20,13.96,23.73
2472,2475168,12.50,28.12,10.06
2473,2476168,4.20,27.64,10.06
2474,2477168,17.87,13.96,16.41
2475,2478168,17.38,13.96,10.06
2476,2479168,4.20,16.41,23.73
2477,2480168,15.43,28.12,9.57
2478,2481168,12.50,28.12,9.57
2479,2482168,17.87,13.96,21.29
2480,2483168,17.38,13.96,14.45
2481,2484168,4.20,24.71,23.73
2482,2485168,4.20,8.59,23.24
2483,2486168,14.94,28.12,9.57
2484,2487168,8.59,27.64,10.06
2485,2488168,17.38,13.96,20.31
2486,2489168,3.71,27.15,19.82
2487,2490168,4.20,24.22,23.24
2488,2491168,3.71,22.75,23.24
2489,2492168,13.48,27.64,9.08
2490,2493168,11.52,12.99,21.78
2491,2494168,17.38,12.99,18.85
2492,2495168,3.71,26.66,35.45
2493,2496168,16.89,13.48,9.08
2494,2497168,15.92,23.73,9.57
2495,2498168,3.71,13.48,22.75
2496,2499168,31.05,13.48,22.27
2497,2500168,3.71,27.15,9.57
2498,2501168,3.71,26.17,27.64
2499,2502168,16.89,12.99,9.57
2500,2503168,15.43,39.36,9.08
2501,2504168,3.22,12.99,22.75
2502,2505168,0.78,27.15,9.08
2503,2506168,3.22,27.15,9.08
2504,2507168,16.41,12.99,9.57
2505,2508168,16.41,12.99,9.08
2506,2509168,3.22,12.99,22.27
2507,2510168,3.22,12.99,22.27
2508,2511168,2.73,27.15,9.08
2509,2512168,16.41,12.99,16.89
2510,2513168,16.41,12.99,8.59
2511,2514168,2.73,20.31,22.75
2512,2515168,2.73,12.50,22.75
2513,2516168,12.50,27.15,8.59
2514,2517168,2.73,26.66,9.08
2515,2518168,16.41,12.50,16.41
2516,2519168,16.41,12.50,8.59
2517,2520168,2.73,18.36,22.27
2518,2521168,14.45,27.15,8.59
2519,2522168,8.59,26.66,8.11
2520,2523168,16.41,12.50,19.34
2521,2524168,2.73,26.17,8.11
2522,2525168,2.73,24.22,22.75
2523,2526168,2.73,16.41,22.27
2524,2527168,13.96,27.15,8.59
2525,2528168,4.20,12.50,20.80
2526,2529168,15.92,12.50,20.31
2527,2530168,2.73,26.66,8.11
2528,2531168,2.25,23.24,21.78
2529,2532168,15.43,16.41,8.11
2530,2533168,13.48,26.66,8.11
2531,2534168,6.64,12.50,20.80
2532,2535168,15.92,12.50,18.36
2533,2536168,2.25,25.20,35.45
2534,2537168,15.92,12.01,8.11
2535,2538168,14.94,19.82,8.11
2536,2539168,2.25,12.01,21.78
2537,2540168,12.01,12.01,8.11
2538,2541168,2.25,26.17,8.11
2539,2542168,2.25,25.20,27.64
2540,2543168,15.43,12.01,8.11
2541,2544168,2.25,8.11,22.27
2542,2545168,2.25,12.01,21.78
2543,2546168,-3.13,26.17,8.11
2544,2547168,1.76,26.17,8.59
2545,2548168,15.43,12.01,4.20
2546,2549168,14.94,12.01,8.11
2547,2550168,1.76,12.01,22.27
2548,2551168,1.76,12.01,21.78
2549,2552168,-1.17,26.17,7.62
2550,2553168,15.43,11.52,16.41
2551,2554168,14.94,11.04,6.64
2552,2555168,1.76,20.31,22.27
2553,2556168,1.76,12.01,21.78
2554,2557168,1.76,12.01,21.29
2555,2558168,1.76,26.17,8.11
2556,2559168,14.94,11.52,16.41
2557,2560168,1.76,23.24,22.27
2558,2561168,1.27,18.36,22.27
2559,2562168,12.99,27.64,8.11
2560,2563168,8.59,25.68,7.62
2561,2564168,14.94,11.52,19.82
2562,2565168,14.94,11.52,16.41
2563,2566168,1.27,23.24,22.27
2564,2567168,1.27,16.41,22.27
2565,2568168,12.50,26.17,7.62
2566,2569168,2.25,11.52,21.29
2567,2570168,14.94,11.52,19.34
2568,2571168,1.27,25.20,12.01
2569,2572168,1.27,22.75,21.29
2570,2573168,13.96,13.96,21.29
2571,2574168,12.50,25.68,7.62
2572,2575168,4.69,11.52,20.80
2573,2576168,0.78,25.20,7.62
2574,2577168,0.78,24.22,19.82
2575,2578168,13.96,11.04,7.62
2576,2579168,13.48,17.38,7.62
2577,2580168,0.78,11.52,21.78
2578,2581168,8.11,11.04,20.31
2579,2582168,0.78,25.20,7.13
2580,2583168,0.78,24.22,33.50
2581,2584168,13.96,11.04,7.62
2582,2585168,0.78,8.59,21.78
2583,2586168,0.78,11.04,20.80
2584,2587168,-3.13,25.68,7.62
2585,2588168,0.78,25.20,7.62
2586,2589168,14.45,11.04,2.73
2587,2590168,0.78,23.24,21.78
2588,2591168,0.78,10.55,20.80
2589,2592168,10.55,25.68,7.13
2590,2593168,-4.10,25.68,7.13
2591,2594168,14.45,10.55,16.41
2592,2595168,13.96,10.55,2.73
2593,2596168,0.29,18.36,20.80
2594,2597168,0.29,10.55,20.31
2595,2598168,8.59,25.20,6.64
2596,2599168,-3.13,25.20,7.13
2597,2600168,13.48,10.55,16.41
2598,2601168,0.29,22.75,20.80
2599,2602168,0.29,17.38,20.31
2600,2603168,12.50,35.45,6.64
2601,2604168,8.59,24.71,6.64
2602,2605168,15.92,10.55,18.85
2603,2606168,13.48,10.55,14.45
2604,2607168,-0.20,22.75,21.29
2605,2608168,12.99,10.55,6.64
2606,2609168,11.04,24.71,6.64
2607,2610168,0.29,10.06,20.31
2608,2611168,13.96,10.06,18.36
2609,2612168,-0.68,23.24,6.64
2610,2613168,-0.20,21.29,19.82
2611,2614168,12.50,11.52,5.66
2612,2615168,11.04,24.71,6.15
2613,2616168,2.25,10.06,20.31
2614,2617168,-0.20,24.22,6.15
2615,2618168,-0.20,23.73,11.04
2616,2619168,12.50,10.06,6.64
2617,2620168,12.50,14.94,6.15
2618,2621168,-0.68,10.06,19.82
2619,2622168,5.18,10.06,18.85
2620,2623168,27.64,10.06,18.36
2621,2624168,12.50,10.06,8.59
2622,2625168,12.50,9.57,6.15
2623,2626168,-0.68,17.38,20.31
2624,2627168,-0.68,9.57,20.31
2625,2628168,2.73,23.73,6.15
2626,2629168,-0.68,23.73,6.15
2627,2630168,12.50,9.57,2.73
2628,2631168,12.01,9.57,6.15
2629,2632168,-1.17,4.69,19.34
2630,2633168,8.59,24.22,5.66
2631,2634168,-7.03,23.73,5.18
2632,2635168,12.01,9.57,13.48
2633,2636168,12.01,9.08,5.18
2634,2637168,-1.66,19.34,18.85
2635,2638168,-1.66,4.69,18.36
2636,2639168,8.59,23.24,5.18
2637,2640168,23.73,9.08,16.89
2638,2641168,11.52,9.08,12.50
2639,2642168,-1.66,21.78,27.64
2640,2643168,-2.15,18.36,18.36
2641,2644168,10.06,27.64,4.69
2642,2645168,6.64,23.24,5.18
2643,2646168,12.01,9.08,16.41
2644,2647168,11.52,9.08,12.50
2645,2648168,-1.66,21.78,19.82
2646,2649168,11.04,9.08,4.69
2647,2650168,10.06,23.73,4.69
2648,2651168,-1.66,8.59,17.38
2649,2652168,12.01,8.59,15.92
2650,2653168,-2.15,22.27,5.18
2651,2654168,-2.15,20.80,18.36
2652,2655168,10.55,9.57,4.20
2653,2656168,10.55,35.45,4.20
2654,2657168,-0.68,8.59,17.38
2655,2658168,-2.15,22.75,4.20
2656,2659168,-2.15,22.27,7.13
2657,2660168,10.55,8.11,4.20
2658,2661168,10.06,11.52,4.20
2659,2662168,-2.64,8.11,17.87
2660,2663168,1.76,8.11,16.41
2661,2664168,-2.64,22.27,4.20
2662,2665168,11.04,8.11,-3.13
2663,2666168,10.55,8.11,3.71
2664,2667168,-2.64,12.50,17.38
2665,2668168,-2.64,8.11,17.87
2666,2669168,0.78,22.27,3.71
2667,2670168,-2.64,21.78,3.71
2668,2671168,10.55,7.62,-3.13
2669,2672168,-3.13,19.34,17.38
2670,2673168,-3.13,12.50,17.38
2671,2674168,6.64,22.27,3.22
2672,2675168,-10.94,22.27,3.71
2673,2676168,10.06,7.62,12.50
2674,2677168,10.55,7.62,-0.20
2675,2678168,-3.13,18.36,17.87
2676,2679168,-3.13,-1.17,17.38
2677,2680168,6.64,22.27,3.71
2678,2681168,23.73,7.13,16.41
2679,2682168,10.06,7.13,12.50
2680,2683168,-3.13,20.80,31.54
2681,2684168,-3.13,17.38,16.89
2682,2685168,8.59,23.73,3.22
2683,2686168,4.69,21.78,3.22
2684,2687168,12.01,7.13,15.92
2685,2688168,-3.61,21.29,3.71
2686,2689168,10.06,7.13,-3.13
2687,2690168,9.08,8.59,3.22
2688,2691168,8.11,21.78,3.22
2689,2692168,-3.13,7.13,16.89
2690,2693168,12.01,6.64,14.45
2691,2694168,-3.61,20.80,4.20
2692,2695168,-3.61,19.34,19.82
2693,2696168,9.57,11.04,3.22
2694,2697168,-4.10,6.64,16.89
2695,2698168,-2.64,6.64,15.92
2696,2699168,-4.10,21.29,2.73
2697,2700168,-4.10,20.80,5.18
2698,2701168,9.57,6.64,2.25
2699,2702168,8.11,12.01,1.76
2700,2703168,-4.59,5.66,14.94
2701,2704168,0.78,20.31,1.27
2702,2705168,-4.59,20.80,2.25
2703,2706168,-4.59,20.31,2.25
2704,2707168,8.59,6.15,2.25
2705,2708168,-4.59,12.50,15.92
2706,2709168,-4.59,5.66,15.92
2707,2710168,0.78,20.31,2.25
2708,2711168,-4.59,20.31,2.25
2709,2712168,8.59,6.15,-3.13
2710,2713168,-5.08,17.38,15.92
2711,2714168,-5.08,6.64,15.43
2712,2715168,5.66,20.31,1.76
2713,2716168,-3.13,20.31,1.76
2714,2717168,8.59,5.66,12.50
2715,2718168,8.11,5.66,0.78
2716,2719168,-5.08,16.41,15.92
2717,2720168,7.62,33.50,1.76
2718,2721168,5.18,20.31,1.76
2719,2722168,4.20,5.66,13.96
2720,2723168,8.11,5.66,9.08
2721,2724168,-5.57,19.34,12.01
2722,2725168,-5.57,15.43,15.43
2723,2726168,7.13,27.64,1.27
2724,2727168,3.71,19.82,1.27
2725,2728168,19.82,5.18,13.48
2726,2729168,-5.57,19.34,1.27
2727,2730168,-5.57,18.85,27.64
2728,2731168,7.13,6.15,0.78
2729,2732168,6.15,19.82,0.29
2730,2733168,-5.57,4.69,13.48
2731,2734168,12.01,4.69,12.50
2732,2735168,-6.05,19.34,1.27
2733,2736168,7.13,4.69,0.29
2734,2737168,6.64,8.11,0.78
2735,2738168,-6.05,4.69,14.45
2736,2739168,-5.08,4.69,0.29
2737,2740168,-6.05,18.85,0.29
2738,2741168,-6.54,18.36,1.76
2739,2742168,7.13,4.69,-0.20
2740,2743168,6.64,10.06,-0.20
2741,2744168,-6.54,4.20,13.48
2742,2745168,0.78,18.85,-0.20
2743,2746168,-7.03,18.36,-0.20
2744,2747168,6.64,4.20,-7.03
2745,2748168,6.15,4.20,-0.20
2746,2749168,-7.03,12.50,13.96
2747,2750168,-7.03,3.71,13.96
2748,2751168,-1.17,18.36,-0.20
2749,2752168,6.64,3.71,9.57
2750,2753168,6.15,3.71,-7.03
2751,2754168,-7.03,15.43,13.96
2752,2755168,-7.03,8.59,13.48
2753,2756168,-7.03,-3.13,13.48
2754,2757168,-3.13,18.36,-0.68
2755,2758168,6.15,3.71,8.59
2756,2759168,5.66,3.22,-3.13
2757,2760168,-7.52,14.94,13.96
2758,2761168,4.69,31.54,-0.68
2759,2762168,3.22,17.87,-1.17
2760,2763168,0.29,2.73,10.55
2761,2764168,5.66,2.73,5.66
2762,2765168,-7.52,16.41,8.11
2763,2766168,-7.52,13.48,12.50
2764,2767168,4.69,27.64,-1.66
2765,2768168,-8.01,2.73,11.52
2766,2769168,3.22,2.73,10.55
2767,2770168,-8.01,16.89,-1.17
2768,2771168,-8.01,15.92,27.64
2769,2772168,5.18,3.22,-1.66
2770,2773168,3.71,27.64,-2.15
2771,2774168,-8.01,2.73,11.52
2772,2775168,12.01,2.25,10.06
2773,2776168,-8.50,16.41,-1.17
2774,2777168,5.18,2.25,-2.15
2775,2778168,5.18,2.25,-3.13
2776,2779168,-8.50,-3.13,12.50
2777,2780168,-7.52,2.25,12.01
2778,2781168,-10.94,16.89,-1.66
2779,2782168,-8.50,16.41,-0.20
2780,2783168,4.69,1.76,-1.66
2781,2784168,-8.50,12.50,12.50
2782,2785168,-8.98,1.76,12.01
2783,2786168,-1.17,16.89,-1.66
2784,2787168,-8.98,16.41,-2.15
2785,2788168,4.69,2.25,-10.94
2786,2789168,-8.98,15.92,6.15
2787,2790168,-8.98,9.57,12.50
2788,2791168,-8.98,1.76,11.52
2789,2792168,-3.13,16.41,-2.64
2790,2793168,4.69,1.27,6.64
2791,2794168,4.20,1.27,-10.94
2792,2795168,-9.47,14.45,11.52
2793,2796168,-9.47,8.59,10.55
2794,2797168,1.76,16.41,-3.61
2795,2798168,-3.13,15.92,-3.61
2796,2799168,3.71,1.27,6.64
2797,2800168,-9.96,14.94,4.20
2798,2801168,-9.96,12.99,10.55
2799,2802168,2.73,12.01,-3.61
2800,2803168,0.78,15.43,-3.61
2801,2804168,-3.61,0.78,9.08
2802,2805168,3.71,0.78,-3.61
2803,2806168,-9.96,14.45,4.20
2804,2807168,-9.96,12.50,10.06
2805,2808168,2.25,27.64,-3.61
2806,2809168,-9.96,0.78,10.06
2807,2810168,0.29,0.78,7.62
2808,2811168,-9.96,14.94,-3.61
2809,2812168,-9.96,14.45,8.11
2810,2813168,3.22,1.27,-3.61
2811,2814168,2.25,27.64,-3.61
2812,2815168,-9.96,0.78,9.57
2813,2816168,-18.75,15.43,-3.61
2814,2817168,-10.45,14.94,-3.61
2815,2818168,3.22,0.29,-3.61
2816,2819168,2.73,2.73,-3.61
2817,2820168,-10.45,4.69,10.06
2818,2821168,-9.47,0.29,9.57
2819,2822168,-8.50,0.29,9.08
2820,2823168,-10.45,14.45,-3.61
2821,2824168,2.73,0.29,-4.10
2822,2825168,-10.94,12.50,9.57
2823,2826168,-10.94,-8.98,9.57
2824,2827168,-3.13,14.45,-4.59
2825,2828168,-10.94,13.96,-4.59
2826,2829168,2.73,-0.20,0.78
2827,2830168,2.25,-0.20,-4.59
2828,2831168,-10.94,9.57,9.08
2829,2832168,0.78,13.96,-4.59
2830,2833168,-3.13,13.96,-4.59
2831,2834168,2.25,-0.20,6.64
2832,2835168,2.25,-0.68,0.78
2833,2836168,-11.43,12.50,12.01
2834,2837168,-10.94,8.59,9.08
2835,2838168,0.29,13.96,9.08
2836,2839168,-5.08,13.96,-4.59
2837,2840168,2.25,-0.68,6.64
2838,2841168,-11.43,13.48,-0.68
2839,2842168,-11.43,12.50,12.01
2840,2843168,0.78,8.11,-4.59
2841,2844168,-1.17,13.96,-4.59
2842,2845168,-3.61,-0.68,8.59
2843,2846168,1.76,-0.68,5.18
2844,2847168,-11.43,12.99,1.27
2845,2848168,1.76,-0.20,-4.59
2846,2849168,0.78,10.06,-5.08
2847,2850168,-11.43,-1.17,8.11
2848,2851168,-3.61,-1.17,7.13
2849,2852168,-11.91,13.48,-6.05
2850,2853168,-11.91,12.50,1.76
2851,2854168,0.78,-0.20,-5.57
2852,2855168,0.29,27.64,-5.57
2853,2856168,-11.91,-1.66,7.62
2854,2857168,-22.66,12.99,-5.57
2855,2858168,-12.40,12.99,-5.08
2856,2859168,0.78,-1.17,-10.94
2857,2860168,0.78,1.27,-5.57
2858,2861168,-12.40,-1.17,8.59
2859,2862168,-11.43,-1.66,8.11
2860,2863168,-18.75,12.99,-5.57
2861,2864168,0.78,-1.66,2.73
2862,2865168,0.78,-1.66,-6.05
2863,2866168,-12.89,9.57,8.11
2864,2867168,-12.40,-10.94,8.59
2865,2868168,-3.13,12.99,-6.05
2866,2869168,-18.75,12.99,-5.57
2867,2870168,0.78,-1.66,0.78
2868,2871168,-12.89,12.50,-3.61
2869,2872168,-12.89,8.59,8.59
2870,2873168,-1.66,19.82,-6.05
2871,2874168,-5.08,12.99,-5.57
2872,2875168,4.20,-2.15,6.15
2873,2876168,0.29,-1.66,-1.17
2874,2877168,-13.38,11.52,19.82
2875,2878168,-12.89,8.59,8.59
2876,2879168,-2.15,13.96,-5.57
2877,2880168,-8.01,-1.66,7.62
2878,2881168,0.29,-2.15,5.18
2879,2882168,-13.38,12.50,-3.61
2880,2883168,-13.38,10.55,12.01
2881,2884168,-0.68,3.71,-6.05
2882,2885168,-2.64,12.99,-6.05
2883,2886168,-7.52,-2.15,7.62
2884,2887168,-10.94,12.50,-6.05
2885,2888168,-13.87,12.50,-0.68
2886,2889168,-0.20,-2.15,-6.05
2887,2890168,-1.17,4.20,-6.05
2888,2891168,-13.38,-2.15,8.11
2889,2892168,-5.57,-2.15,7.62
2890,2893168,-13.38,12.50,-6.05
2891,2894168,-13.87,12.50,0.29
2892,2895168,-0.68,-1.66,-6.54
2893,2896168,-13.87,4.69,8.11
2894,2897168,-13.38,-2.64,7.13
2895,2898168,-14.84,12.50,-7.03
2896,2899168,-13.87,12.50,-6.05
2897,2900168,-0.68,-2.64,-3.13
2898,2901168,-1.17,-1.66,-6.54
2899,2902168,-14.36,2.73,7.62
2900,2903168,-2.15,25.68,-6.54
2901,2904168,-26.56,12.01,-6.54
2902,2905168,-1.17,-2.64,4.69
2903,2906168,-0.68,-2.64,-16.80
2904,2907168,-14.36,9.08,7.62
2905,2908168,-14.36,-3.13,7.13
2906,2909168,-6.05,12.50,-7.03
2907,2910168,-18.75,12.50,-7.52
2908,2911168,-1.17,-2.64,1.76
2909,2912168,-15.33,10.06,3.22
2910,2913168,-14.84,7.62,6.15
2911,2914168,-3.13,25.68,-7.52
2912,2915168,-7.03,11.52,-8.01
2913,2916168,10.06,-3.13,4.69
2914,2917168,-1.66,-3.13,0.78
2915,2918168,-15.33,10.06,19.82
2916,2919168,-2.15,-2.64,-8.01
2917,2920168,-3.13,12.01,-8.01
2918,2921168,-11.43,-3.61,5.66
2919,2922168,0.29,-3.61,3.71
2920,2923168,-15.33,10.55,-5.57
2921,2924168,-15.33,9.57,8.11
2922,2925168,-2.64,2.25,-8.50
2923,2926168,-4.10,11.04,-8.01
2924,2927168,-9.47,-4.10,5.66
2925,2928168,-15.82,10.55,-8.01
2926,2929168,-15.82,10.55,-4.10
2927,2930168,-2.15,-3.61,-8.98
2928,2931168,-3.13,1.27,-8.98
2929,2932168,-15.33,-4.10,5.66
2930,2933168,-9.47,-4.10,4.69
2931,2934168,-15.82,10.55,-8.50
2932,2935168,-2.64,-4.59,-0.68
2933,2936168,-3.13,-4.10,-8.98
2934,2937168,-16.31,2.73,5.18
2935,2938168,-15.33,-4.59,4.69
2936,2939168,-12.89,10.06,-9.47
2937,2940168,-16.31,10.06,-8.98
2938,2941168,-3.13,-5.08,-3.13
2939,2942168,-3.61,-4.10,-9.96
2940,2943168,-16.80,0.78,4.69
2941,2944168,-6.54,10.06,-9.47
2942,2945168,-16.80,10.06,-9.47
2943,2946168,-3.13,-5.08,1.27
2944,2947168,-3.61,-5.08,-18.75
2945,2948168,-16.80,6.64,5.18
2946,2949168,-16.80,-3.13,5.18
2947,2950168,-7.03,10.06,-9.47
2948,2951168,-11.43,-5.08,4.20
2949,2952168,-3.61,-5.08,0.78
2950,2953168,-17.29,8.59,19.82
2951,2954168,-17.29,6.64,4.20
2952,2955168,-5.08,23.73,-9.96
2953,2956168,-8.98,9.57,-9.96
2954,2957168,10.06,-5.57,3.22
2955,2958168,-4.10,-5.57,-0.20
2956,2959168,-17.77,7.62,12.01
2957,2960168,-4.59,-2.15,-10.45
2958,2961168,-5.57,12.01,-10.45
2959,2962168,-13.38,-6.05,3.71
2960,2963168,-3.61,-6.05,2.25
2961,2964168,-17.77,8.59,-5.57
2962,2965168,-17.77,7.13,4.20
2963,2966168,-5.08,-0.68,-10.45
2964,2967168,-6.54,-18.75,3.22
2965,2968168,-12.40,-6.54,2.73
2966,2969168,-18.75,8.59,-10.45
2967,2970168,-18.26,8.11,-5.57
2968,2971168,-4.59,-6.05,-10.94
2969,2972168,-6.05,-0.68,-11.91
2970,2973168,-17.77,-7.03,1.76
2971,2974168,-11.43,-6.54,2.25
2972,2975168,-18.75,8.11,-10.94
2973,2976168,-5.08,-7.03,-6.05
2974,2977168,-5.08,-6.05,-11.91
2975,2978168,-18.75,1.27,2.73
2976,2979168,-17.77,-7.03,2.25
2977,2980168,-13.87,8.11,-11.91
2978,2981168,-18.75,7.62,-11.43
2979,2982168,-5.57,-7.03,-8.98
2980,2983168,-19.24,6.15,12.01
2981,2984168,-19.24,0.78,2.25
2982,2985168,-8.50,7.62,-12.40
2983,2986168,-16.80,7.62,-12.40
2984,2987168,-5.57,-7.52,-1.17
2985,2988168,-5.57,-7.52,-10.94
2986,2989168,-19.24,4.69,1.27
2987,2990168,-19.24,-1.17,1.76
2988,2991168,-8.98,7.13,-12.40
2989,2992168,-9.47,-8.01,-0.20
2990,2993168,-6.05,-8.01,-2.64
2991,2994168,-19.73,5.66,-3.61
2992,2995168,-19.73,3.71,1.27
2993,2996168,-8.01,4.20,-12.89
2994,2997168,-9.96,7.13,-12.89
2995,2998168,10.06,-8.50,-0.20
2996,2999168,-19.73,6.15,-11.91
2997,3000168,-19.73,5.66,12.01
2998,3001168,-7.03,-4.10,-12.89
2999,3002168,-8.01,12.01,-13.87
3000,3003168,-15.82,-8.98,-0.20
3001,3004168,8.11,-8.50,-0.68
3002,3005168,-20.21,5.66,-8.50
3003,3006168,-20.21,5.18,12.01
3004,3007168,-7.52,-4.10,-13.38
3005,3008168,-19.73,-18.75,0.29
3006,3009168,-15.33,-8.98,-0.20
3007,3010168,-22.66,6.15,-12.89
3008,3011168,-20.21,5.66,-8.50
3009,3012168,-7.52,-8.50,-13.87
3010,3013168,-8.01,-3.61,-13.87
